review,score
관람객몰입감 최고! 자칫 비급 영화로 될 수 있는 소재인데 너무 잘 살린것 같다 ,8
머리가 나쁘면 개고생이라고 말한  박평식 평론가를 2편주연으로 추천합니다.평점 4점 주셨으니 끝까지 살아남으시겠죠?ㅎㅎ전 제일 먼저 죽는다에 한표 ^^ ,8
개쌉노잼 무슨 연개성은 다 말아먹었고 스토리 얘기하고싶은건 알겠는데 너무 질질끌면서 딱 나오는 해답도 안주는 개쌉노잼영화 ,1
저는 엄청재밌게봣네요 추천추천! ,10
"아이디어, 소재는 좋았지만 3류 b급 영화급 연출과 전개, 껼말. 보는 내내 짜증만. ",1
관람객생각보다 재밌었음 속편나왔음좋겠음 제발 ,10
손발에 땀나 죽는줄....개재밌어요 ,10
관람객조마조마 하면서  재미있는영화 ,10
안잔인한 쏘우 + 덜 재밌는 큐브 ,6
관람객이거 보고 방탈출 가니 하나도 안무섭네 ,8
"나름 재밌는데, 스크린 상한제랑 홍보에 뒤쳐져 빛 못 본 영화인듯 ",10
관람객닥터 우탄유 No way out ,8
너무 허접하다.재미없다.궁금하지도 않고 ,3
클리셰 집합소.. 긴장되고 숨막히는 느낌보다는 하품만 계속 나왔다 ,3
재미없어 미안...ㄴㅇ ,6
진짜 재밌게 봤어요 ㅋㅋ 후기 잘 안남기는데 캡틴마블보다 훨씬 재밌게 봤습니다 ,10
간만에 띵작입니다. 후회안함 다들나올때 재밋어하더라 ,10
이거 재미없다는 사람은 죄다 평론가냐? ,10
쉴틈이 없다. 오락영화로 보면 좋음 ,10
흑형 기럭지+몸 밖에 생각안남. ,8
예상 가능한전개에 긴박함도없고 뭐가재밌다는건지 그냥 b급 그이상도아닌영환데 ,3
딱 킬링타임 영화. 같이 추리하면서 보려그러면 100%실망하지만 관객들을 같이 긴장시키는 연출과 배우의 연기에 감탄했다. 10점대는 아니고 8점대 초반 정도의영화 ,10
"흑인쿼터제와 함께 전개되는 어설픈 긴장감깝치면 제일 먼저죽고, 가장 나약해보이는 자가 끝까지 살아남는 전형적인 스토리누가, 왜 이 방탈출게임을 하는 것인지에 대한 설명부족으로 방에서는 탈출하나, 스토리는 여전히 갇혀...",7
전 재미있게 봤어요 ㅎㅎ ,10
