review,score
아. 모처럼 시간내서 부모님 모시고 극장가서 영화보고 왔는데 진짜...부모님께 죄송하고 내 자신에게 화가 날 정도. 진짜...평점 조작하지맙시다... ,1
이딴게 500만이라니..ㅋㅋ 아류작 공포물 그정도..? 이런영화 보러다니는사람들이 신기하고 이해도안되고.. 도중 갑툭튀빼곤 놀라거나 무서운것도없슴... 쥬낸 진지한표정으로 앉아있다옴 영화관 따듯하드라 ㅎㅎ 공포영화는...,1
칭찬할게  연기력밖에  없는 졸작. 스토리 연출은 역시 김치냄새  풀-풀  나고  공포스럽게 만든 것 같은데 그것마저 실패. ,1
진짜욕나올정도로재미없어요.솔직히관객들다강동원때매본듯.저도강동원때매봤는데스토리노잼이고진짜별로네요.제가본영화중에젤재미없어요.그래도박소담씨연기덕분에그나마영화가사네요! ,1
여자친구랑 여자친구친구랑 세명이서 보고 왔었는데 다 재미 없다고 통일햇다 평점이 이해가 안된다 정말 레알 ,1
무섭지도 집중되지도 않는 스토리예전 70년대에 나온 오맨시리즈나 엑소시스트 생각하면 어의도 좀 없음 ,1
관람객장르가 공포에요 ㅠㅠ너무무서웠지만 지루하진않앗어요 근데 진짜 짱무섭ㅠㅠ오늘잠 다잠... ,8
관람객재밋게 잘봣습니다~~~~ ,9
시사회에서잘봤어요! ,10
관람객노잼 입니다 노잼이라구요 ,1
사자 보고 왔습니다.검은사제들이 역시 최고입니다 ,10
꽃이 지고 나서야 봄인 줄 알았습니다 ,10
사자를 보고 나서야 깨달았습니다 ,10
영화가 마지막이 너무 밋밋하다. 잘 차려진 밥상에 메인요리가 빠진 느낌이다. ,1
영화가 시작하자마자 끝나는 느낌? 소재는 참신해서 사람들이 뭘 칭찬하는진 알겠으나 2015년 본 영화중 최악 ,1
진짜 1점도 아까움 진짜 진짜 재미없음 ,1
"그냥 오락영화로 볼만하긴한데 스토리가 너무 빤하고 엑소시스트, 콘스탄틴 카피가 너무 심하다. 이렇게 배경 카피한 영화가 한국 영화 좀먹는다. ",1
핵노잼 그자체 의식을 뭐이리 길게 하냐 ㅋㅋㅋㅋ ,1
소문이 무성해서 기대하고 봤습니다.근래 보기 드문... ㅎ~ 졸작이더군요. 붕~ 떠있는 연기와 캐릭터들 그리고 .. 더 쓰기도 귀찬네요..감독이 누군가 검색해 보니 광해도 만들고... 대형배급사 등에 업고 바람몰이로...,1
진심 여자들은 강동원때매보는거고걍이영화는 외국애들한테 보여줘서 엑소시스트따라했다고 개맞아야하는영화 엑소시스트팬으로서매우 기분이않좋았으며 되도 안되는 언어따라하고한국인이해서 너무 어색했다 돈드려서 검은사제보지말고 엑소...,1
평점 평균 맞출께요 ㅎㅎ ,1
강동원 믿고 봤더니  기억속에 남은건 돼지의 눈동자뿐 ,1
도대체 어떤 포인트서 재미를 찾은거지? 내가 잘못된건지 저들이 알바인건지... 와 진짜 장편영화 시나리오 맞는지? 한정된 공간에서 구마의식만 하고 뭔 메세지가 있는것도 아니고 정말 지루해서 난 돈이 아까울지경. ,1
알바새ㅡ기들 죽이고싶다 이딴걸 영화라고.. 평점 진짜 양심적으로 쓴 사람이 거의없네 ,1
스토리 배우연기 기타등등 역대급으로 재미없었음 돈주고 보지말고 나중에 ocn에서 하면 보세요 ,1
저만별로인가요....?일단 결론 하려는말 교훈이 뭔지전혀모르겠어요보는내내 그래서 뭘말하려는걸까.. 정말만드는동안 돈은많이안들었을거같습니다 모두cg사용해서배우의연기력만 뛰어나고 스토리는 최악. ,1
관람객끝나고 기억에 남는게읍네.. ,1
관람객강동원팬이라서 봤는데 이런내용였으면 안봤음 콘스탄틴은 개뿔 ,1
영화관에서 봤죠 돈 아깝습니다.신선한 소재는 아니었고외국에서 많이 한 것이고 그것들보다 많이 떨어집니다.드라마보다 못한 영화였던 것 같습니다.배우들이 아깝습니다. ,1
"영화 제목 ""흑돼지의 분노""로 하심 어떨까요 ",1
두말안합니다. 보지마세요..어휴 ,1
관람객생각보다재미없고..엔딩도허무하네요.. ,1
관람객몰입감짱 연기도짱 재밌어요! ,9
사자보고 와서 남깁니다 검은사제들은 한국서 다시볼수 없는 오컬트 명작일듯 ,10
방금 사자보고 왔는데 검은사제들 영화가 정말 명작이였습니다 최고! ,10
이  영화가 사자랑 비슷한 평점이라니ㅜㅜ 이제와 십점 드립니다... 최고 ,10
진짜 사자랑 급이 다르네요. 반대로 검은사제들이 후속작이 나와야 하는건데ㅋㅋㅋ ,8
지고 나서야 빛인 줄 알았습니다ㅠㅠㅠ-사자 관람객 올림 ,10
