,review,score
97,영화 평점을 후하게 주는데솔직히 재미도 없고 그렇게 무섭지도 않아서컨저링 가 훨신 무서웠던거 같아요,5
98,영화가좀더길었으면좋겠다 좀짧음 라이트아웃영화다끝나고바로 화장실갔는데 평일 낮이라 조용한영화관화장실 혼자있으니 불꺼지면 무섭겠다는생각에 화장실무서웠다 라이트아웃 엄마는강하다,10
99,포스터 국내에서 만든게 아닙니다 문구만 씀ㅋㅋㅋㅋ,10
100,서서히 압도당합니다,10
101,영화볼때 팝콘 안먹는사람인데요 덕분에 핸드폰 쥐고있다 던져서 오늘 액정갈러 간답니다,10
102,컨저링보다 별로라는사람도 있는데 제임스완의 제작한 컨저링보단 훨씬재밌었고 공포감도 배였어요 ㅎㅎㅎ 컨저링는 지루한감이있었지만 라이트아웃은 첨부처끝까지 긴장과 공포의연속이랄까 홓 암튼 추천요,10
103,댓글 알바생들 너무많네 컨져링보다 훨씬 퀄떨어짐 리얼하나도안무서움,1
104,오늘 보고왔는데 스토리는 나쁘지않았는데 조금 아쉽네여 컨저링가 라이트아웃보다 좀더 공포스러워요 그래도 팝콘들고 보시면 팝콘 날라갈수되있어요그거 잘놀램소리도그렇고그래서 오늘 엄마랑 잘꺼에요,8
105,진심 이게 어떻게 점대인지 아직도 이해안됨 평점믿고 봤다가 뒤통수 제대로 맞았어요 귀신나올타이밍도 아 이쯤 나오겠구나 하면 나오고 내용전개도 기기기기승전결 ㅋㅋ진심 미확인동영상만큼 재미없었음,1
106,ㅠ 무지 재미있다는 평들보구 엄청기대했는데완전 낚인듯재미도 없고 감동도 없고 기억에 남는 장 면도 없고ㅠ 이게 왜 재미있다고 하는지하품만 하다 나왔네 잉다른거볼껄 후회함,1
107,무서움 없이 깜짝 놀라기만 하는 영화 엄마가 죽는걸로 끝날거면 아빠는 왜 죽었냐 끝이 진짜 허무한 영화 중 위,1
108,진짜 올해 본것중 가장 별로 컨저링 보다 훨씬 안무섭고 맨처음 아빠 죽을때가 제일 무서움 내용도 재미없고,1
109,스토리최악 공포감 조성 최악 그냥 갑툭튀 삼류영화갑툭튀에 놀라긴 함,1
110,재밌게 보고왔음 갑툭튀 주의,10
111,음 소리만 너무 큼 이건 소리 때문에 개 놀람 고막터지겟음ㅡㅡ,5
112,에이  이런거에 안놀래 안놀랠꺼야ㄷㄷㄷ,10
113,난 무섭던데 ㅠㅠ 아침 조조 보고 더운 여름 시원해졌어요,10
114,기대하고 본 영화였지만 진짜 하나도 안무서웠던,1
115,점이 적당한 것 같아서 점 드립니다 결말도 허무하고 전개가 좀 이상하네요,1
116,재미도 없구 무섭지도 않구다른거 보세요,1
117,흐지부지 노잼 영화 하나도 안무서움,6
118,스릴이랑 공포감을 느끼기엔 최고였던 영화,10
119,ㅋㅋ지림 근데짧음,10
120,굿입니다 정말 보세요 마지막 허무,7
121,이게 왜 무섭다는지 모르겠다 진짜기대이하,3
122,ㅆ쓰레기영화 점주는사람들 다 알바임 올레티비 원 개아까움,1
123,무서워불끄기가 무서웠음,8
124,뭔 생각으로 만들었는지 모르겠는 쓰레기 영화 급하게 여름 출시 맞춰서 대가리에서 생각나는대로 막 쓴 시나리오로 만든듯한 영화 컨저링 애나벨 인시디어스 이딴거 유행하다보니까 그냥 무작정 놀래키기만 하면 된다라는 마,1
125,안녕하세요 인시디어스 보다가 팝콘 쏟고 컨저링 보다가 팝콘 쏟은 사람인데요 라이트아웃 보고 팝콘 다 쏟았는데 앞에서 쏟은게 뒤로 와서 역시 이번에도 부족함 없이 먹고 나왔습니다,10
126,재미없어용 ㅜ ㅜ ㅜ ㅜ,4
127,처음 이렇게 평써봅니다 제가 무서운 영화는 도 안보는사람인데 팝콘을 쏟을영화라해서 봤는데 멍때리고봤습니다  평이나 주변사람말들에 혹하셔서 보지 않길 권해드립니다 초반에 잠깐 신선할뿐 아무것도 없어요 무서운것도 ,4
128,마지막 자동차 삐삐가 웃기네요,10
129,한줄요약 깔끔하게 무섭고 재밌었습니다,10
130,재밌네요 엄마의 어렸을적 얘기가 많이 나왔으면 더 좋을거같아요,10
131,꽤 재밌움 ㅋㅋㅋㅋ음향이 한몫한듯 박스놓는 소리에도 긴장하고 심쿵 원래 무서운거 좋아해서 웬만하면 심장안놀라는데 이건 좀 심쿵함ㅠㅠㅜㅜ,10
132,일단 내용이 너무짧고 스토리가 있는데 무슨 억지로 끼워맞춘듯한 설정 긴박감은 별점정도 갑툭튀 점 스토리점 이정도 되는듯,6
133,영화중간부분부터 잠을자따 ㅜㅜ 눈을뜰수가없기에 심장까지잠을자따,10
134,너무 놀라서 경기 일으킴ㅋㅋ시간 후딱 가는 영화,10
135,오늘보고왔는데 헙 헙 이러면서놀램ㅋㅋㅌ 재밌고 개무서운데 마지막에 빨리끝나서 좀 허무하고 그랬음근데 난컨저링보다무섭게봤음,9
136,솔직히 평점 너무 높은거같아,1
137,남자 넷이서 손잡고 봤다,9
138,콩조림 보고 기대했는데 너무 실망했어요,1
139,여러분 전기요금을 아낍시다 여러분 정전 되면 큰일 납니다 다시한번 말해요 전기요금 아끼세요,10
140,개사기 무서워서놀라는게 아니라 소리때문에그냥깜짝깜짝놀라는거임 영화보다 잠오긴처음이네내용너무허접함 재밌다고평점높아서 봤더니 개사기돈아까움,1
141,재미있었는데 결말때문에 다 망해버린 영화 제대로 설명도 없이 알아서 이해하라는 건가,6
142,재미없음 ,1
143,미안하지만 제임스완작품만 본 나로서는 개허접영화로보였다,1
144,암전과 그림자를 이용한 공포는 흔한 소재이고 그것을 강화해서 영화를 만드는 아이디어까지는 좋으나 내용이 너무 어설퍼서 안 무섭다 갈수록 웃음이 나옴 ㅋㅋㅋ,3
145,왜이리 끌고 다녀무섭지도 않고재미도 없고시간 아까웠다,1
146,네이버가 미쳤나 결말급되는 귀신의 정체를 대놓고 써놓네ㅋㅋ 미친거아냐,8
147,알바시키들 다망해라,2
148,결국 다이애나의 존재는 뭐지 엄마가 만들어낸 환상인가 유령인가 아니면 생령인가 어쨌든 다이애나의 맷집이 대박임 혼자서 사람 몇을 해치우는거임,7
149,와진짜 개무서워 실화냐 불절대못끈다이거,10
150,그냥 킬링타임용 결말이 허무함,3
151,기승전결의 맥락이나인과관계가 정확하지 않아거기서 오는 답답함이 별점 마이너스의 이유입니다만ㅜ 단지 무서운 기분을 느끼고자 보러간 영화이기에 괜찮았어요,6
152,진짜 개 무서움 이제껏 공포영화보면서 놀래기는 커녕 깔깔 웃고나왔는데 시간 내내 쫄았음,10
153,진심숨쉴틈없이 무섭게 조짐끝나고 다리풀림,10
154,팝콘을 떨어뜨리는 닝겐이 있네 팝콘은 영화시작전에 다먹는 음식아닌가,10
155,너무 재미 없어요오너야,1
156,개봉후 평점 점대였던 영화인데 나중에 평점이 점점 오르는 재평가되고 있는 공포영화,7
157,엄마친구와 엄마의 관계를 설명하는 개연성이 좀 더 자세하고 당위성이 있었다면,6
158,내돈과 시간을 물어내라,1
159,올여름 최고의 공포영화다 무서운이야기 제작진은 이거보고 반성하길,10
160,결말이 좀 아쉽지만 간만에 짜릿한 영화였음,9
161,초반 긴장감 속에 사람들 다리가 올라갈만큼 깜짝 놀라지만 엔딩이 아쉽네요 컨저링과는 다른 긴장감을 느낄수있습니다 스토리를 중요시 하는분들 외엔 추천합니다,8
162,아니 진심으로 평점이 점이넘는다는게 신기하다 소재는 좋지만 개연성도 하나없고 놀래키기만 하는 영화 공포영화 좋아하는 사람으로써 정말 최악이였다,1
163,깊지않은 내용의 순간적 공포와 놀램ㅋㅋ 다이애나애 충격적 비주얼 쇼킹,9
164,어허지림ㅜㅜㅜㅜ 아하,10
165,근래 본 영화 중 젤 재밌다 무서웠다,7
166,소재도 신선하고 재밌었는데 마무리가 아쉽 ㅋㅋㅋ,7
167,잘때 불 켜놓고 자야지결말만 아쉽고 전체적으로 무섭고 재밌었다,9
168,공포영화가 잘만들어지면 볼만한데 라이트아웃은 스토리짜임새도 그렇고 대충만들어진 느낌었습니다,1
169,그냥 놀래키는 전형적인 승질영화,1
170,여러분 리뷰 알바가 이렇게 무섭습니다돈버리고 눈버립니다그냥 류영화임,1
171,진짜 무섭고 재밌어요,10
172,지금 티비에서 해줘서 보는데요끝까지 안봤어도 이정도 공포만으로도 높은점수 줄만하네요이제 공포로 놀라는게 아닌 깜짝으로 놀라게 하는 양산형 공포영화는 지양해야 할것입니다,8
173,단점  결말이 허무함장점  결말만 허무함,7
174,깜놀호러 하나보면서 개연성이 무슨 귀신조상까지 나와야 개연성인줄 아나,8
175,아노ㅏㅠㅠ하루 잠깐 만나보구 엄마가 정상인지 어떻게 아는거야ㅜㅋ,10
176,아 영화관에서 봤으면 끝까지 못봤겠지,6
177,지금 막 티비로 보고 왔는데요 앞으로 롤에서 다이애나는 안할려구요,1
178,다이애나에 대한 과거 장면을 좀 상세하게보여줬더라면 결말이 좀여주인공이 집에서 자다깨서 낙서하는귀신 있다없다 보고 놀라는표정연기 개압권진짜 리얼하게 잘해씀,8
179,지릴 뻔 했는데 축축하네,9
180,결말을 왜 그렇게,7
181,좋은 공포영화 ㅎㅎㅎㅎ,9
182,보고온날 잠잘잤다 물론 불키고 아침에 일어나서 불켜져있는거 보고 놀램,10
183,놀래키기위해 모든걸 쏟아부은 영화,8
184,솔직히 보고 후기쓰는거냐 그림자 귀신은 하나도 안무섭다 공포영화중 젤 안무서웟다,5
185,소리가 커서 그런가 넘나 놀랫다 후,10
186,보다가 잠 이 감독꺼 다 봤는데 쏘우빼고 돈아까움,1
187,악ㅏ갑툭튀 쩌는데 별로 안무서움 ㅎㅎ,5
188,엉성한 스토리에 가끔 터지는 남자아이의 불필요성 햇빛을 두려워하던 사람이 촛불을 무서워하질 않나 ㅡㅡ 그냥 막 갖다붙인 전개,1
189,정말정말정말재밌어요,4
190,아이디어가 참신했다 적당히 즐길 수 있는 공포 영화,8
191,영화 너무 재미있었어요,9
192,이게 뭐가 무서워 별로별로,1
193,이건정말아휴기대가커서그랬던건지,1
194,크게 무섭지도 크게 재밌지도 않음,5
195,영화보단 사람들 반응이 더욱이 재밌던 영화,10
196,여자친구가 앵기길 바라며 보러갔다가 여친이 옆에서 놀래켜서 제가 지리고 왔네요,10
197,무서운건 모르겠고 그냥 깜놀 두세번이 다에요 근데 여주가 너무 예뻐서 점 드립니다 스텝님들 출연진 정말 잘 뽑으셨어요 영화 세줄 요약 여주 세젤예동생 너무 귀엽다여주 남친 너무 착하다 끝,10
198,귀신겁나징그럽게 생겼엉ㅠㅠ놀랐네ㅋㅋㅋㅋ,9
199,나 중학생때 왠만한 공포호러물 비오는날 혼자 두편씩 보고 잘만큼 무서운거 잘보는 여잔데요 기대없이봐서그런가너무재밌게잘봤어요 유치하거나 말안되는내용없이 내용구성도 괜찮고 무엇보다 몰입이 잘되는영화였어요추천,9
200,심장 약하신 분 진짜 진짜 자제 바람 ㅜㅜ,10
201,예상한 곳에서 예상한대로 예상을 안깨는 것이 예상 밖,6
202,간만에 으스스한 영화관람햇네요생각외로 아주 잼 잇엇음혼자보면서 소리지르다 넘 눈치보엿어요,10
203,좋았어요완전짜아아앙ㅋㅋㄱㅋ,10
204,무서워요 등땀 많이 흘렸음,8
205,소스라치게무서웠지만 결말이너무아쉬운약간의감동 어머니의위대함,7
206,뭔가 화장실에서 큰일 치루고 휴지가 모질라 뒷처리 어설프게한거같아,7
207,딱히 재미는 없고 깜짝깜짝 놀라는 영화관객들이랑 소통하기 딱좋음 ㅋㅋㅋ,8
