,review,score
173,짜임새도 좋고 개인적으로 후반부로 갈수록 나는 더 좋았음 소름돋는 느낌 잘봤습니다,10
174,이 영화를 이해못하는 사람은 재미없다고할 수 밖에 없는 영화입니다 결말이 느슨하고 재미없다고 하는데 진짜는 결말의 반전과 반전에 있다는걸 알아차리기는 그리 쉽지않은 영화입니다 연기력이 폭풍 성장하는 박정민님 연기가,10
175,초반은 큰 긴장감이 도는데 후반부는 좀 미미해진다 ㅋ 그래도 계속궁금하게만듦 볼만해용,10
176,별점테러때문에 별점 주러왔습니다,10
177,이해하면 신박한 영화인것같아요워낙 종교적인느낌의 신비스러운걸 좋아하는편이라중간에 어려운부분은있었지만 넘넘 재밌개잘봤어요,10
178,평점 왜이렇게 낮지,10
179,재미있었습니다재미있었네요,10
180,선함 정의 이런 것에 대해 얼마나 알까 젊은 사람들은 양의 탈에 관한 지식이 너무 부족하다 사회주의와 종교가 혼연일체가 된 북한의 메카니즘이 주사파로 이어지고 그리고 광주 이 영화가 날리는 촌철살인은 ,8
181,이런 류의 영화 진짜 좋아해서저는 전작 검은사제들보다 더 재미있게 봤습니다감독님퇴마록 맡아서 시리즈로ㅜㅜ좀 드라마도 좋으니까요ㅜㅜ,10
182,기독교적 편견을 가진 관객들을 불교에 기반한 반전으로 흥분시킨 영화 그걸 알고 보는 관객과 모르고 보는 관객의 몰입도나 이해도가 상이할 듯 하다 고로 알고 보면 겁나 재밌다,10
183,점 밑으로주는 놈들 진짜 다 알바다 진짜 최근 본 영화 중에서 제일 수작임 진짜 딱 라이트 버전의 곡성이면서 철학적이고 종교적인 내용을 담은것에서는 곡성을 뛰어 넘는 다고 생각됨 특히나 그걸 불교를 중심으로 ,10
184,방금 보고왔는데 ㅈㄴ무서움 그냥 개무서움 내용도 많아서 재미있어요 이해안되는 부분도 조금 있긴한데 진짜 재밌었어요,9
185,솔직히 나쁘지 않았다 몰입도도 좋았고 작품성도 굿,8
186,생각하게 하는 것도 많았고 흥미로운 영화 재미도 있었고 짜임새 있게 잘 만든 영화였음,8
187,영화 재밌게 보고 와서 평점 확인하는데 비판하는 평점들 내용이 다 똑같은 거 보고 소름 어디서 몰려온거,10
188,재밋던데내용 어렵지도 않고 뭐가 문제,8
189,재밌다 또 보고싶다 ㅎㅎ,10
190,재밌는데 개무서움  공포영화 저리가라야,8
191,너무 기를 쓰며 떡밥 회수하고 지나치게 친절해서 오히려 좀 불만이었음 오컬트 안좋아하거나 종교에 관심 없거나 세상 모든게 하나님 아니면 마귀로만 보이거나 머리로 생각하는걸 싫어하는 사람 및 어린이들은 보고와서,10
