review,score
집을 벗어나 찜질방이나 숙박업소로 가면 되는건데 집을 고집하는 억지 설정이 아쉬웠음. 차라리 집 밖을 나갈 수 없다던가 하는 장치라도 있었으면 좋았을텐데.. 그래도 소재는 참신하고 연기력도 좋았음. ,8
관람객와.. 엄마 밥 먹는 장면 진짜 잊혀지지가 않음막 엄청 무서운 장면은 아닌데 뭔가 소름 돋음..요 근래 본 영화 중 제일 시간 안 아까웠음한번 더 보고 싶다.. ,10
"내 평생 처음으로 영화보다 욕했다. 엉성한 구성, 연기력 부재, 이해할수 없는 전개 등 돈 주고 본 내가 미쳤지 ",2
진짜 재미없습니다. 와이프랑 봤다가 둘다 욕하며 나왔네요 ,1
웬만한 영화 다 재밌다고 하고 보는데 이건 진짜 아니었다.. 너무 뻔한 전개였고 필리핀 장면은 왜 나온건지 이해불문... 갑자기 교통사고 뭐냐고.. 갑툭튀만 너무 많고 무섭지도 않았다... 그냥 진짜 고어물 영화 ,1
초중반까지는 진행도 매끄럽고 스릴있었는데 후반부로 들어서니까 전개가 와장창... ,1
관람객스토리힘이  중반이후에 너무 떨어짐 ,8
옆집에한마디하러가는데사람뼈랑 십자가거꾸로되잇는걸보고도 그냥 들어가는게이해가안가고웃겼당재밌었음!! ,10
관람객둘째가 이뻣는데 가장 고통스럽게 죽네..여튼 처음부터 끝까지 재미있게 관람하였습니다. ,10
중간에 경악을 금치못할 장면이 있는데 계속 생각나네요 ㅠㅜ 임산부는 절대 보지마세요. ,10
아니 여기 진짜 알바랑 관람객들 구분이 안가네ㅠㅠ 개봉날 아침 7시30분에 조조로 보고 댓글 남기는데 보는 내내 가슴쫄리고 무서웠습니다ㅠㅠㅠ 무서운거 못보시는 분들은 보지마세요. ,5
근래 본 영화중 최악개인적으로 진짜 일도 안 무섭고 재미 감동 액션 일도 없음반전이 주는 약간의 희열감이 있었지만 휴 이 영화 진짜 에바 ,1
"성동일이나 장영남의 소름끼치는 빙의 연기나 섬뜩한 연출이나 미술, 빙의보다 변신이란 새로운 소재는 좋았으나 시나리오에서 부족한 점이 좀 있다. 백윤식과 필리핀, 죽은동물의 의미, 둘째 딸이 사라지고도 찾지않음, 옆집...",8
관람객마무리가 흐지부지되는 느낌. 그나마 배우들 연기가 좋아서 무난하게 봄 ,4
진짜 올해본 영화중 역대급 ,1
관람객한국영화의 한계를 봐서 그닥 ,6
관람객음 그렇게 재미있진않아요 무섭지도않고 많이기대하고봤는데 그냥 그럭저럭입니다 ,4
관람객소름돋을정도로 연기력들이  대단하십니다 ,10
