,review,score
357,공포영화라고 하기엔 다소 빈약하다 반전은 괜찮았다,7
358,공포영화 중에 젤루 잼나던데나만그런가,10
359,진짜 재미꼬 지루하지도 않고 무서운 영화 태국영화 이렇게 재밌을줄이야,10
360,무슨 싸이코영화도 아니고,4
361,재밌음,10
362,오우 완전 반전반전 내 등골을오싹하게 한 영화 추천이다,10
363,한국공포영화보다 두수는 위다,9
364,공포영화가 아니라 코믹액션영화군,7
365,셔터보다 덜무서웠음 귀신눈이 커서 그런가,7
366,조금만 주의깊게 보면 예상할수 있는 반전셔터에 비해 남는 여운은 약함,5
367,첨에 넘 보고싶어서 봤는데 좀 실망했다 ,7
368,태국영화 너무 좋아하는데샴은 실망했다,5
369,쩐다 굿굿굿,10
370,역시 플로이는 왼손잡이가 아니었어 혼자 피아노치는장면에서 반전의 트릭,10
371,깔끔한 공포 너무 욕심내지 않고 샴쌍둥이의 비애를 잘 그렸다,8
372,소리가 얼마나큰지 문여는소리에도 놀랬다,10
373,셔터와 비슷한느낌,6
374,셔터생각하고 가면 많이 실망함하지만 여친이랑가면 괜찮음ㅋㅋㅋ,7
375,깜짝 깜짝 쪽팔리게 했지만 보고 나서 등 뒤가 서늘했어요 ㅎㅎ,9
376,코미디물 영화ㅉㅉ,2
377,깜짝 놀라기만 하고 반전 이란 것도 다 뻔함스릴도 전혀 없음,2
378,무섭지는않았지만솔직히동물죽이는거그런거나올때좀그랫음ㅠㅠ그저그래,4
379,무섭지는 안았는데 깜짝 놀라게 하는영화 연인이랑 가면 굿,10
380,무서운영화를 잘봐서 별로안무서웠지만 사람들은 어찌나 소리를 지르던지,7
381,나름 무섭고 나름 반전도 있다 영화관에서 괜찮게 볼만함,8
382,매순간 공포에 떨게 했도다마지막에 슬펐네요 사랑스토리가 쫌 눈물이,10
383,반전과 연기 그리고 어느 정도의 긴장감과 공포,9
384,스토리는 좋은데 스릴감은 떨어짐,8
385,그냥쫌,10
386,음재밌긴한데약간뻔한스토리귀신도별로안무섭고하지만효과음은죽여줌,3
387,초반부터 하품을 하고지루하고 무섭지도 않고 뻔한 반전실망,1
388,스토리가 그나마 괜찮았던 것 같은데 귀신 분장 화장 안뜨게 잘했더라,7
389,친구왈 디아이랑 셔터보다 배는 무서워젠장 니얼굴이 더무섭다,1
390,개안아씀,9
391,친구때문에 보기싫은거 억지로 봐서 점,1
392,볼만했다하지만 반전을 이미 눈치채서 그런가좀 뻔한 스토리,7
393,그럭저럭,7
394,개인적으로 스토리성 부족하다고 느낌,4
395,미이라,1
396,무서워ㅋ,7
397,개인적으론 셔터보단 못하다고 생각하나끝에가선 스릴러물로,7
398,왜마지막에 액션이냐고 그리고 이게무슨 스토리야,4
399,반전이 약했지만 여름을 시원하게 해줄수 잇는 영화엿다 ㅎ,10
400,한국말 때문에 긴장감이 떨어졌다 ㅋㅋㅋㅋㅋ,6
401,조금보니까반전알겠던데그치만어색한한국말귀여웠던,8
402,처음에 한국영화인줄 착각 ㅋㅋㅋㅋ 약간의 반전도 있고  재밌어요,8
403,소재는 좋았으나 시시한결말기대이하,5
404,여자친구랑 봤는데 나에게 찰싺붙어서 안떨어 졌어ㅋㅋ,10
405,태국의 영화기술도 만만찮네요 상당히 등골이 시원해지더군요 ㅎㅎ,9
406,사람들말보단 안무서웠고반전이뻔했으나 볼만함,8
407,내여친이 나에게 달라붙엇다,10
408,볼만하다,8
409,무서웠어염,10
410,공포영화로선 별로나 내용이 재미있었다,9
411,트랜스포머 보자는데 이거보자고 졸라서 봤는데 나중에 다굴 쳐맞을뻔,1
412,음향효과로 흠,7
413,별로다,1
