review,score
몰입도 되고 긴장감도 좋고 분위기도 좋았지만 공포감이 정말 아쉽네요. 너무 기대를 하고 봐서 그럴수도 있지만 극장에 있는 대부분의 사람들이 비명소리도 없이 아주 평온하게 잘 관람을 하더군요. 그냥 공포영화에요. 정~...,7
가장 무서웟던 부분은... 예고편이었다. ,1
"왜 진실되게 말하는 사람이 없지..단언컨대 이 영화는 미국식 삼류 공포 영화입니다.무서울 수 도 있습니다. 근데 제가 느낀 가장 큰 공포는 이 영화를 보기 위해 약 2시간, 극장표와 팝콘을 위해 만 5천원을 지불했다...",1
파라노말액티비티보다 무섭지않았다 기대가 엄청높아서 정말 무서울줄알았지만 그 기대에는 미치지는 않았다...... 기대감이 너무큰거 같다.... ,1
솔직히 좀지루합니다결말도 좀허무하고..... ,8
무서운장면이 없는 공포영화라기에 솔깃해서 봤는데 완벽한 낚시. 여느 공포영화와 다를 바 없는 구성과 전개. 반전따윈 없는 식상한 스토리는 보는 내내 하품만 나오게 했다. 뭐 깜짝 놀라게하는 걸 공포라 생각한 모양인데...,3
무서운장면 없이 무모하게도전하다가 한개도 안무서운영화 게다가 식상함까지 ,1
처음부터 끝까지!!!!..!!!오랜만에 공 포 영 화 답다는 !!!!내리기 전에 다들 보라구요!!!!ㅠ_ㅠ최고... ,10
엑소시즘을 행하는 장면에서 전체적인 러닝타임에 비해 악령과의 심리전이 상대적으로 적었던건 개인적으로 불만이였지만 영화의 완성도 와 보고난후의 후유증 그리고 검색을 지속적으로 유발하는 흥미성은 공포물 역사에서 지울수 ...,10
공포영화 매니아로써 지금까지 봐온 수백편의 공포영화중 top3안에 든다고 생각합니다. 분위기 조성이 일품인 영화였습니다. 처음부터 끝가지 너무 재밌게 봤습니다. ,10
견디기 힘들 정도의 압박감..이영화의 장점이자 단점. ,9
이 영화를 보구 아무도 안다니는  시골길을  운전하고  가는데  졸라  무서웠다 ㅜㅜ ,10
하.. 방금 영화관에서 보고나옴이거 예고 없이 영화관가서 있는 그 종이내용만 보고 들어갔음진심 2번정도는 밖으로 나가고싶었음 무서워서...사람의 심장을 계속 조이는 공포감..공포영화 좋아하는편인대도 눈을 3번정도는 ...,10
다신 이런공포영화 보기 힘들것같다.....정말 온몸에 소름이끼침 ,10
무서운장면이 없다고 한새끼 누구냐? ,10
한국 공포영화랑 엄청 비교된다.와 이불로 얼굴 가리고 봤다.한시간 보다가 3시간 쉬다가 봤다.아오씨 무서워ㅠㅠ ,10
최고최고최고 저는별로 안놀라는 성격인데도 엄청깜짝깜짝놀랐어요!! ,10
악플단애들 이해를 못하겠네.. 후반부 조금 유치하긴 했지만.. 개인적으로 짧게 말해서 역대 최고의 공포영화였다. 죽는줄알았다 무서워서... 아 .. ,10
길이길이 남을 호러명작이 만들어 졌다.추천합니다.보통 공포물은 6점대에서 7점대이면 준수하다고생각하지만 8점대 이상은 명작입니다. ,10
"제가 10점 주면 믿으셔도 됩니다. 공포의 전설급 영화 ""엑소시스트""의 업그레이드 판!!!!!! ",10
진짜무서울듯 ,7
베라 파미가 나이가 있어도 매력적이내요. 중간중간에 깜짝깜짝 놀라게 하는 요소들과 간접적인 악령의 존재감으로 인한 긴장감. 하지만 파라노말과 엑소시스트가 생각나 새로운 공포물을 원했던 분들은 식상할 수 있을듯  더웹...,8
영화관에서 진짜 재미있게 봤습니다!! ,10
극장안에 사람들 꽉꽉 찬거 보고 오랜만에 공포영화가 대박나는 구나.. 했네요. 게다가 추석에... 근데 기대를 져버리지 않는 진짜 잘 만든 공포영화였다능... ,8
파라노말 액티비티 + 엑소시즘을 잘 섞어 놓은듯한 영화~ 스릴러 광인데 간만에 제대로된 공포를 본것 같네요ㅎㅎ일단 답답하고 질질끄는 공포가 없이 시원시원 해요ㅎㅎ ,10
기대이하ㅠ 언제 무섭지? 하다가 끝남1점짜린 아니지만 평점 밸런스를 위해... ,1
귀신공포영화 안좋아해서 점수는 안주겠지만 해피엔딩이라 그나마 좀 나은편. 제일 인상적인 캐릭터는 경찰. 영화속 빙의된 사람도 다 나았는데 혼자만 물어뜯긴 자국이... 제일 불쌍하다 ,1
알바들만 넘쳐나는 영화  파라노멀 아류작 ,1
그냥 엑소시스트 아류작이네. 음향효과랑 가짜 진짜 귀신 나오는 타이밍만 적절히 믹스한거네? 그리고 왜 해피엔딩이냐? 사람 몇 명 OOO 미스테리로 가던가? 악령퇴치 해피엔딩 오그라든다. 이게 왜 그렇게 호평받는 지 ...,1
무서운 장면 투성이고만 누가 없데?? 이건 알바를 제대로 풀었네~!! ,1
그냥 쓰레기 영화...다 알바냐....이런 쓰레기에... ,1
참.. 기대하고봤는데 리얼 식상함.. 파라노말1정도 기대하고갔다가 영화중간에하품나오고 자고싶었지만 돈아까워서 봤다 소리로놀랜값 5점은주고싶지만 평점이 너무높아서 1점 ,1
공포영화보다가 자기는 또 처음... ,1
이런 카톨릭 홍보용 조작영화에 평점을 높게주는 평론가들 보니 수준 알만하다 약간의 실화라는 주장이 앞부분에 조금 들어갔지만 본 줄거리는 영화엑소시스트 흉내낸 영화입니다 아니 카톨릭 엑소시스트 홍보용 영화입니다 내가보...,1
귀신안나온대매  나왔쟈나;; ,1
댓글에 낚였다.. 사다코가  훨씬 무섭다 ㅡ.ㅡ;;; 이거  좀  공포스러울라하면  평범한 장면 나와서  사그라들고... 악령퇴치할때는 영웅물임  0점을 못줘서 1점줌 ,1
내용은 그냥 뻔하고 무섭다는건 고작 깜짝놀래키는게 전부인 b급 졸작 ,1
공포영화 좋아해서 무섭다길래 봤는데 난 왜 무섭기는 커녕 지겨웠지? ,1
베스트 평점에 귀신과 괴물이 나와야 공포영화냐며 무형적 공포심을 강조했는데 공포영화 30년차로써 모든 공포영화를 섭렵했지만  이영화 저영화 다 봐도 결국 최후는 귀신의 갑툭튀가 가장 다이네믹하고 흥미로운 공포영화의 ...,1
이거 무섭다는 네이버놈들에게 배신감과 분노밖에 안든다 ,1
백타 알바 푼듯. 무섭다 하도 난리쳐서 영화관가서 봤는데 한두번 좀 놀래는거 말고는 정말 하나도 안무서움 진짜 알바랑 무섭다무섭다 선동된 사람들이 평점 높게 만든듯. 태국영화 셔터 같은게 진짜 무서운거지 ,1
대표 알바 거품영화. 이게 무섭단건 정말 무서운걸 못본다는거. ,1
뻔한전개의 지루함보다 더 무서운건 이따위 쓰레기중의 쓰레기 영화가 평점8점이나 된다는게 가장 큰 공포 ,1
sns입소문영화 ..정말로 기대이하.... ,1
최악 알바낚임 보지말것 ,1
난 안 무서운데 왜 평점엔 다들 무섭다고 하는건지..나도 무서운 거 잘 못보는데 진심 별로 안 무서움 ,1
사실 1점까진 아니었지만 너무 과한 평에 반대하는 의미로... ,1
이게 무섭다고?  열자 이상적으라는데 할말이 없다. 다시 한 번 이게 무섭다고? ,1
파라노말엑티비티+엑소시스트 짜집기한 표절영화 ,1
