,review,score
191,전 셔터를 본 후 공포 영화를 아예 보지 않아요제 인생은 셔터 전과 후로 나눌 정도로지금은 년이 더 지나서 다시보면 안 무서울수도 있지만 태국 아시아 특유의그 무드 자체만으로 무서워요랑종 예고편,10
192,진짜 무서웠어요 ㅠ 태국 영화는 처음 보는데 이런 고급진 공포 영화로 접하게 되어서 정말 재미있게 잘 봤어요 친구들이랑 보는데 마지막에는 무서워서 다들 할 말을 잃었어요 정말 최고의 영화 이런 여름 밤에 보면 ,10
193,링 이후 최고의 공포영화,10
194,우선 스토리는 일반 영화랑 비슷하게 짜여져 있다고 봅니다 하지만 주관적으로 연출을 뛰어나게 잘했습니다 우선 귀신이 나오기 전에 공포 분위기 조성 나왔을때 누구도 예상 못하는 곳에서 튀어나오고 귀신이 사다리 타며 ,9
195,관객을 긴장시키는 모든 장면들이 모두 예상 가능하고 뻔해서 ㅎㅎ 머야 안무섭네 하면서 팝콘이나 먹다가 극장에서 집에 어떻게 왔는지 기억이 안나는 영화였습니다저도 일행도 모두 영화 본날 밤 잠을 못잤다는,8
196,공포영화 중의 명작이네요 디비디방에서 소리 겁나 지르면서 보고왔습니다 ㅋㅋ,9
197,년도 공포영화지만 년 공포영화를 압도한다 동남아 영화라는 편견만 없음 공포수작 감상한다 향후 할리우드에서 리메이크 제작해서 개봉하면 대박터질듯하다,8
198,다시보기몇번시도햇으나 못봄 너무무서움ㅡㅡ,10
199,무서운영화 못보는데진짜 소리지르면서 본영화 간만인듯심장이벌렁벌렁,10
200,아 진짜 너무 무섭다 밤에 보지말고 낮에 보길 바람 ㅋ낮에 불 전부 켜놓고 봐도 깜짝깜짝 놀라는건 어쩔 수 없다공포영화은데 스토리 탄탄함,10
201,중학교 수련회때 담력테스트 한답시고 대기하면서 강당인가 거기서 이거보여줫는데 후유증이 강한영화 임팩트가 강햇음 여자귀신이거보고 갑툭튀를 알게함태국영화라고 얖보다가 클난다,10
202,쩝니다,10
203,중때 밤에 에서 틀어주던 셔터보려다가 잠들어서 못보고오늘에서야 봤는데 태국도 공포영화 잘 만드네 굿굿,10
204,안 봤으나 댓글보고 평점 개 점 무서워서 못 벌 거 뻔 함 그냥 무서워 댓글만 봐도,10
205,후 스토리는 평범한데도 공포영화 트라우마 생김ㅋㅋㅋㅋ,8
206,나 무서워서 아직도 끝까지 못봤다,8
207,소재나 전개과정이 볼 만한 공포영화였음밤에 혼자 보는걸루 추천,7
208,초딩때 이거 보고 며칠동안은 도저히 어두운 곳에 못 갔던 기억이ㅋㅋㅋ 거의 일주일은 엄마랑 잤음 내 기준 최고의 공포영화 가리고 봤는데도 진짜 개 무서웠다,9
209,이 영화 개봉기준인 년도에 봤다면 개무서워 ㄷㄷ 했을지도 모르는영화 늦게 봐버리는 바람에 지금기준으론 잘모르겠음 처음에 엄청긴장하고봤는데 그냥 그냥 봤음 이제와서 보면 너무 뻔한 타이밍 뭐,8
210,일자목 있는사람들이 무서워할 영화,10
